NO,제목,공감/비공감,조회수,등록일,카테고리,세분화
3557,수강인원증원과 추가학점 요청,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3556,휴학 시 등록금 전액반환기간을 연장해주십시오.,4 / 0,29,2020.04.01,행정지원,학사운영 전반에 관한 업무
3555,채플취소 해주세요,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3554,채플 대체 방안 필요,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3553,등록금 전액 반환 기준일 변경을 건의합니다.,0 / 0,5,2020.04.01,행정지원,학사운영 전반에 관한 업무
3552,추가학점 가능하게 해주세요,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3551,"추가학점,  수강정정 및 등록금 반환 건의합니다.",0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3550,등록금 감면을 요구합니다,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3549,2차 정정 건의합니다.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3548,"성적 산출 방법, 채플, 학점 추가운영, 등록금 일부 환불, 휴학 시 등록금 반환에 대해 건의합니다.",0 / 0,3,2020.04.01,행정지원,학사운영 전반에 관한 업무
3547,패논패 진행해주세요.,0 / 0,0,2020.04.01,행정지원,학교관련 제도
3546,2차 정정 건의드립니다,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3545,기숙사 선택입사가능하게해주세요,0 / 0,0,2020.04.01,생활지원,기숙사
3544,등록금 감면 건의드립니다,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3543,음악대학 등록금 환불 요구합니다.,0 / 0,1,2020.04.01,대학,
3542,모든 학과의 등록금 감면을 촉구합니다,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3541,선택 입사 가능하도록 해주시길 바랍니다,0 / 0,5,2020.04.01,생활지원,기숙사
3540,선택입사가능하게부탁드려요.,0 / 0,1,2020.04.01,생활지원,기숙사
3539,절평 확대 또는 선택적 패논패 건의합니다.,0 / 0,1,2020.04.01,행정지원,학교관련 제도
3538,선택입사 가능하게해주세요,0 / 0,0,2020.04.01,생활지원,기숙사
3537,등록금 감면 및 수업평가방식에 대해 건의합니다.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3536,집이 해외인 사람들은 기숙사 입사하게 해주세요,0 / 0,0,2020.04.01,생활지원,기숙사
3535,등록금 및 추가학정등록 건의합니다.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3534,건의합니다!,0 / 0,0,2020.04.01,기타,
3533,기숙사 선택입사 가능하게 해주세요.,0 / 0,0,2020.04.01,생활지원,기숙사
3532,등록금 감면 ( 실습과목의 시설 이용과 관련하여 ),6 / 0,35,2020.04.01,행정지원,학사운영 전반에 관한 업무
3531,등록금 감면해주세요.,0 / 0,4,2020.04.01,행정지원,학사운영 전반에 관한 업무
3530,휴학시 등록금전액 반환 기간을 늘려주세요,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3529,휴학 등록금 전액 환불 기간 늘려주세요.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3528,등록금  일부 반환 요구합니다,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3527,2차 수강정정기간을 제안합니다.,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3526,성균관대처럼 한학기 싸강연장과 추가3학점 인정 요구드립니다,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3525,등록금 감면 및 수강신청 정정,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3524,등록금 감면,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3523,건의합니다.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3522,조예대 등록금 감면해주세요,0 / 0,0,2020.04.01,대학,
3521,수강 정정 기회 부여 및 등록금 일정 부분 환불을 원합니다,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3520,등록금 감면 및 2차 정정 기간,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3519,등록금감면,2 / 0,33,2020.04.01,행정지원,학사운영 전반에 관한 업무
3518,조예대 등록금 감면,0 / 0,0,2020.04.01,대학,
3517,등록금 감면,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3516,실기/실험 과목 수강생 등록금 감면,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3515,건의합니다,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3514,3학점 추가 및 2차 수강정정 열어주세요,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3513,조예대 등록금 감면,0 / 0,0,2020.04.01,대학,
3512,등록금 감면 및 실기실 폐쇄 관련 제안,0 / 0,18,2020.04.01,행정지원,학사운영 전반에 관한 업무
3511,2차정정기간 및 추가학점 건의합니다,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3510,2차 수강신청 가능하게 해주세요,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3509,수강신청 정정기간 기회를 요청합니다.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3508,디학 건의합니다,0 / 0,0,2020.04.01,기타,
3507,등록금 감면 / 전과목 절대평가 + 커트라인 완화,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3506,2차 수강정정기간 제안,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3505,"실기수업 진행 없는 조예대, 등록금 감면이 당연합니다.",1 / 0,22,2020.04.01,행정지원,학사운영 전반에 관한 업무
3504,건의합니다,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3503,"체대, 조예대등 전체 대학 등록금 반환, 3학점 추가 학점 건의합니다",0 / 0,0,2020.04.01,대학,
3502,건의합니다,0 / 0,0,2020.04.01,기타,
3501,등록금 감면 및 추후 수업 계획과 개선을 요구합니다.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3500,건의,0 / 0,0,2020.04.01,기타,
3499,등록금감면,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3498,조예대 등록금 감면부탁드립니다,0 / 0,0,2020.04.01,대학,
3497,등록금 감면,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3496,수강신청 재정정 기회를 강력히 요구합니다.,0 / 0,2,2020.04.01,행정지원,학사운영 전반에 관한 업무
3495,온라인 수업 관련하여 등록금 일부 환불 요구합니다,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3494,3학점 추가/일부 등록금 반환 건의합니다.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3493,실험과목 온라인 대체,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3492,학점추가 및 등록금일부반환 제안,2 / 0,20,2020.04.01,행정지원,학사운영 전반에 관한 업무
3491,온라인강의 관련하여 등록금 감면을 요구합니다.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3490,등록금 반환 및 3학점 추가 학점 건의합니다.,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3489,조예대 음대 체대 등 전체 대학 등록금  반환 및 2차 수강정정,3 / 0,25,2020.04.01,대학,
3488,실험과목 대책 세워주세요,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3487,2020-2학기 등록금 감면 요청,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3486,수강신청 2차정정기간 및 등록금과 평가제도 관련 요구,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3485,이화그린 색상 복구,0 / 0,1,2020.04.01,기타,
3484,3학점 추가 /등록금 일부반환,0 / 0,0,2020.04.01,행정지원,학교관련 제도
3483,3학점 추가 및 수강철회기간 정정 추가,0 / 0,0,2020.04.01,행정지원,학교관련 제도
3482,"3학점 추가 등록 및 정정, 휴학시 등록금 반환 완화 검토해주세요.",0 / 0,0,2020.04.01,행정지원,학교관련 제도
3481,다음 주 철회기간에 수강 정정도 가능하게 해주시길 바랍니다.,0 / 0,0,2020.04.01,행정지원,학교관련 제도
3480,기숙사 선택입사 건의합니다.,1 / 0,25,2020.04.01,생활지원,기숙사
3479,3학점 추가 요구,1 / 0,21,2020.04.01,행정지원,학교관련 제도
3478,2차 정정기간/3학점 추가신청 요구합니다,0 / 0,0,2020.04.01,행정지원,학교관련 제도
3477,2차 정정기간 및 휴학시 등록금 반납,3 / 0,17,2020.04.01,행정지원,학사운영 전반에 관한 업무
3476,수강신청 2차 정정기간 요구합니다,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3475,3학점 추가 및 수강정정 열어주세요.,0 / 0,0,2020.04.01,행정지원,학교관련 제도
3474,2차 정정기간 요구,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3473,2차 수강 정정 기간 마련해주십시오.,1 / 0,14,2020.04.01,행정지원,학사운영 전반에 관한 업무
3472,"3학점 추가 및 수강 재정정 기간, 등록금 일부 반환 원합니다.",0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3471,3학점 추가 및 수강 정정 기간 마련해주세요.,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3470,아니 이화그린은 갑자기 왜 바꿔요?,2 / 2,48,2020.04.01,기타,
3469,한학기 온라인 강의 및 등록금 감면,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3468,3학점 추가 및 등록금 감면 요구,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3467,실험 실습 과목 온라인 강의 대체,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3466,3학점 추가 신청 또는 등록금 감면 요구,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3465,3학점 추가 신청 또는 2차 정정기회 요구,1 / 0,19,2020.04.01,행정지원,학사운영 전반에 관한 업무
3464,실기 과목 오프라인 개강,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3463,실험 수업 커리큘럼  변경 부탁드립니다.,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3462,기숙사 선택입사제도 실시해야합니다.,0 / 0,1,2020.04.01,생활지원,기숙사
3461,기숙사 선택입사 실행해주세요.,0 / 0,0,2020.04.01,생활지원,기숙사
3460,"모든 교직원 신상, 출신학교 공개 요청",0 / 0,55,2020.04.01,기타,
3459,"원래 색에 팬톤을 맞춰야지, 팬톤 넘버에 색을 멋대로 바꿉니까?",3 / 2,57,2020.04.01,기타,
3458,1학기 전면 사이버 강의 대체 부탁드립니다,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3457,이화그린 재문의:: 원래의 rgb 값에 맞춘 팬톤컬러 변경 요구,6 / 0,60,2020.04.01,기타,
3456,1학기 전면 사이버 강의 + S/U 방식의 평가,0 / 0,0,2020.04.01,행정지원,학사운영 전반에 관한 업무
3455,"이화그린색 원래대로 돌려놔주세요, 색 바꾼 교직원 신상공개 부탁드립니다.",4 / 1,64,2020.04.01,기타,
3454,실습실이 절대적으로 필요한 대학원 오프라인 개강을 부탁합니다.  혹은 실습실건물 출입을 풀어주세요,0 / 0,5,2020.04.01,행정지원,학사운영 전반에 관한 업무
3453,이화그린 바꾼 교직원 신상공개 바랍니다,8 / 1,90,2020.04.01,기타,
3452,1학기 전면 온라인 강의 원합니다,0 / 0,1,2020.04.01,행정지원,학사운영 전반에 관한 업무
3451,이화그린 공식색 변경을 반대합니다,0 / 0,1,2020.03.31,기타,
3450,이화그린색 복구를 요청하는 바입니다.,0 / 0,1,2020.03.31,기타,
3439,기숙사 선택입사 요청합니다,0 / 0,0,2020.03.31,생활지원,기숙사
3438,이화그린 복구해주세요,0 / 0,0,2020.03.31,기타,
3437,이화 그린 원래대로 돌려 놓으세요,0 / 0,0,2020.03.31,기타,
3436,다른 학교들과 마찬가지로 기숙사 선택입사 요청합니다.,0 / 0,0,2020.03.31,생활지원,기숙사
3435,기숙사 선택입사 요청합니다.,0 / 0,0,2020.03.31,생활지원,기숙사
3434,1학기 전면 사이버강의 전환 및 그에 따른 성적체계 변환을 요구합니다.,1 / 0,16,2020.03.31,행정지원,학사운영 전반에 관한 업무
3433,이화그린 원상복귀 요구,0 / 0,0,2020.03.31,기타,
3432,이화그린 바꾸지 마세요,6 / 0,52,2020.03.31,기타,
3431,이화그린을 원래대로 복구해주길 바랍니다,0 / 0,1,2020.03.31,기타,
3430,한 학기 전면 사이버강의 및 학점 추가 신청/정정 요구,0 / 0,1,2020.03.31,행정지원,학사운영 전반에 관한 업무
3429,이화그린 복구해주세요,0 / 0,0,2020.03.31,기타,
3428,이화그린복구해주세요,0 / 0,0,2020.03.31,기타,
3427,코로나 사태19 첫 학기 휴학 허용 부탁드립니다,0 / 0,0,2020.03.31,기타,
3426,이화그린 복구해주세요,0 / 0,0,2020.03.31,기타,
3425,학교공식색으로 나와있는 이화그린 컬러의 수정바랍니다.,0 / 0,1,2020.03.31,기타,
3297,이화의 공식색을 지켜주세요,1 / 0,15,2020.03.31,기타,
3296,이화그린을 지켜주세요,0 / 0,0,2020.03.31,기타,
3295,공식 이화그린 색에 대한 요구,0 / 0,2,2020.03.31,기타,
3294,이화그린 RGB 색상 값을 원래대로 수정해주시기 바랍니다.,3 / 0,28,2020.03.31,기타,
3293,기존 이화그린 rgb값 재변경 요구합니다,0 / 0,0,2020.03.31,기타,
3292,이화그린 기존색으로 수정해주시기 바랍니다,0 / 0,1,2020.03.31,기타,
3291,기존 이화그린색상 RGB값(r0 g70 b42)으로 원복 바랍니다.,3 / 0,19,2020.03.31,기타,
3290,이화여자대학교 홈페이지의 이화그린RGB 정정을 바랍니다.,0 / 0,0,2020.03.31,기타,
3289,이화그린 RGB의 원복을 바랍니다.,0 / 0,1,2020.03.31,기타,
3288,이화그린의 기존 공식색의 RGB 값으로 정정 부탁드립니다,3 / 0,45,2020.03.31,기타,
3287,이화의 공식색을 바꾸지 마십시오.,0 / 0,2,2020.03.31,기타,
3286,핏단기 및 메가엠디 약대 서열 표기에 관해,0 / 0,1,2020.03.31,기타,
3285,RGB값 변경 요구합니다.,0 / 0,0,2020.03.31,기타,
3284,대성학원의 이대 위치 표기,0 / 0,0,2020.03.31,기타,
3283,입시 커뮤니티의 대학 서열 정정해주십시오,0 / 0,0,2020.03.31,기타,
3282,메가로스쿨 및 메가엠디의 대학 서열에 관해,0 / 0,0,2020.03.31,기타,
3253,중도 휴학 등록금 전액 반환 요구합니다.,1 / 0,18,2020.03.29,행정지원,학사운영 전반에 관한 업무
3252,1학기 전면 사이버 강의 대체 시행바랍니다. 그리고 빠른 공지로 학생들과 교수님 모두 적절한 대처방안을 모색할 수 있도록 도와주시기 바랍니다.,0 / 0,1,2020.03.29,행정지원,학사운영 전반에 관한 업무
3251,"제발 1학기 전면 사이버강의를 확정해주세요, 저는 면역력이 낮은 희귀병 환자입니다...",0 / 0,0,2020.03.29,행정지원,학사운영 전반에 관한 업무
